Name,Position,Weigth,Height,Age,Team
Devon Witherspoon,DB,185, 6-0,23,seattle-seahawks
Tariq Woolen,DB,210, 6-4,25,seattle-seahawks
Anthony Bradford,OG,332, 6-5,23,seattle-seahawks
Artie Burns,DB,187, 6-0,29,seattle-seahawks
George Fant,OT,316, 6-5,32,seattle-seahawks
Stone Forsythe,OT,307, 6-8,26,seattle-seahawks
Uchenna Nwosu,LB,251, 6-2,27,seattle-seahawks
Joshua Onujiogu,LB,252, 6-2,26,seattle-seahawks
K'Von Wallace,DB,205, 5-11,27,seattle-seahawks
Cameron Young,DT,304, 6-3,24,seattle-seahawks
Miles Boykin,WR,222, 6-4,28,seattle-seahawks
Ryan Cooper,DB,192, 5-11,23,seattle-seahawks
McClendon Curtis,OT,325, 6-6,25,seattle-seahawks
N'Keal Harry,WR,228, 6-3,26,seattle-seahawks
George Holani,RB,210, 5-11,24,seattle-seahawks
DeVere Levelston,DE,281, 6-3,23,seattle-seahawks
Tyler Mabry,TE,247, 6-3,28,seattle-seahawks
Kenneth Odumegwu,LB,259, 6-6,24,seattle-seahawks
Jason Peters,OT,328, 6-4,42,seattle-seahawks
Brandon Pili,DT,319, 6-3,25,seattle-seahawks
Cornell Powell,WR,205, 6-0,27,seattle-seahawks
Tyreke Smith,LB,255, 6-3,24,seattle-seahawks
Jamie Sheriff,LB,254, 6-1,24,seattle-seahawks
Myles Adams,DE,285, 6-2,26,seattle-seahawks
Jerome Baker,LB,232, 6-2,27,seattle-seahawks
Marquise Blair,DB,196, 6-1,27,seattle-seahawks
Quinton Bohanna,DT,330, 6-4,25,seattle-seahawks
Tyus Bowser,LB,240, 6-2,29,seattle-seahawks
Tyrel Dodson,LB,237, 6-0,26,seattle-seahawks
